route_id,trip_id,trip_headsign,service_id,direction_id,shape_id,wheelchair_accessible,bikes_allowed
16,27810375,"Meylan, Lycée du Grésivaudan",12345-MSHLVH02_ST8_2_HI2324-MSHLVH03_ST8_3_HI2324-MSHLVH04_ST8_4_HI2324-MSHLW02_ST11_2_HI2324-MSHLW03_ST11_3_HI2324-MSHLW04_ST11_4_HI2324,0,SEM_16_1,1,2
1,28026621,"Montbonnot-Saint-Martin, Pré de l'Eau",12345-MSILV00_ST21_0_HI2324,0,SEM_C1_6,1,2
3,28198658,"Échirolles, Centre du graphisme",1234567-MEHD01_ST6_1_HI2324,1,SEM_C3_2,1,2
50,27934794,"Fontaine, La Poya",12345-MFHLV20_ST0_20_HI2324-MFHLV21_ST0_21_HI2324,0,SEM_50_2,1,2
E,28112100,"Grenoble, Louise Michel",12345-MGHLV12_ST0_12_HI2324,0,SEM_E_2,1,2
1,28026781,"Montbonnot-Saint-Martin, Pré de l'Eau",12345-MSILV00_ST21_0_HI2324,0,SEM_C1_6,1,2
47,28019733,"Varces-Allières-et-Risset, Risset",1234567-MFHS12_ST5_12_HI2324-MFHS14_ST5_14_HI2324,1,SEM_47_2,1,2
21,28020051,"Claix, Pont Rouge",12345-MFVLV09_ST21_9_HI2324,0,SEM_21_1,1,2
15,28009591,"Grenoble, Verdun - Préfecture",1234567-MAHD01_ST6_1_HI2324,1,SEM_15_10,1,2
20,27743885,"Sassenage, Les Engenières",12345-MSILV00_ST21_0_HI2324,1,SEM_20_2,1,2
B,28232818,"Grenoble, Oxford",12345-MGHLV12_ST0_12_HI2324-MGHLV13_ST0_13_HI2324,1,SEM_B_2,1,2
54,27933528,"Saint-Égrève, Pont de Vence",12345-MFHLV20_ST0_20_HI2324-MFHLV21_ST0_21_HI2324-MFVLV09_ST21_9_HI2324,1,SEM_54_2,1,2
15,28216892,"Grenoble, Verdun - Préfecture",1234567-MAHD02_ST6_2_HI2324,1,SEM_15_10,1,2
B,27955247,"Grenoble, Oxford",1234567-MGHD01_ST6_1_HI2324-MGHD02_ST6_2_HI2324,1,SEM_B_2,1,2
E,28075672,"Fontanil-Cornillon, Palluel",1234567-MGHS03_ST5_3_HI2324,1,SEM_E_1,1,2
15,28049463,"Grenoble, Verdun - Préfecture",12345-MAHLV00_ST0_0_HI2324,1,SEM_15_10,1,2
19,28173537,"Seyssins, Garlettes",1234567-MSHDF04_ST6_4_HI2324-MSHDF05_ST6_5_HI2324-MSHDF07_ST6_7_HI2324,0,SEM_19_1,1,2
12,27983597,"Eybens, Maisons Neuves",1234567-MEHD00_ST6_0_HI2324,0,SEM_12_2,1,2
5,27919666,"Grenoble, Palais de Justice - Gare",12345-MSHLVH03_ST8_3_HI2324-MSHLVH04_ST8_4_HI2324-MSHLW03_ST11_3_HI2324-MSHLW04_ST11_4_HI2324,0,SEM_C5_1,1,2
16,27810455,"Le Pont-de-Claix, Gendarmerie",12345-MSHLVH02_ST8_2_HI2324-MSHLVH03_ST8_3_HI2324-MSHLVH04_ST8_4_HI2324-MSHLW02_ST11_2_HI2324-MSHLW03_ST11_3_HI2324-MSHLW04_ST11_4_HI2324,1,SEM_16_2,1,2
19,28219342,"Sassenage, L'Ovalie",1234567-MSHSAH06_ST5_6_HI2324-MSHSAH07_ST5_7_HI2324-MSHSAH08_ST5_8_HI2324,1,SEM_19_2,1,2
4,27984475,"Eybens, Le Verderet",1234567-MEHS00_ST5_0_HI2324-MEHS03_ST5_3_HI2324-MEHS04_ST5_4_HI2324,0,SEM_C4_1,1,2
26,28020667,"Saint-Georges-de-Commiers, St-G.-de-Commiers Gare",12345-MFVLV09_ST21_9_HI2324,0,SEM_26_4,1,2
7,28178558,"Échirolles, Comboire",1234567-MSHSAH06_ST5_6_HI2324,1,SEM_C7_2,1,2
25,28216997,"Le Gua, Les Saillants",1234567-MAHD02_ST6_2_HI2324,0,SEM_25_1,1,2
2,28211352,"Claix, Pont Rouge",1234567-MEHD01_ST6_1_HI2324,0,SEM_C2_2,1,2
E,28171475,"Gières, Plaine des Sports",12345-MGHLV14_ST0_14_HI2324,0,SEM_E_4,1,2
B,28232846,"Gières, Plaine des Sports",12345-MGHLV12_ST0_12_HI2324-MGHLV13_ST0_13_HI2324,0,SEM_B_1,1,2
22,27971874,"Grenoble, Oxford",12345-MSILV00_ST21_0_HI2324,1,SEM_22_2,1,2
A,28250779,"Le Pont-de-Claix, L'Etoile",12345-MEHLV05_ST8_5_HI2324-MEHW03_ST11_3_HI2324,0,SEM_A_3,1,2
44,28232673,"Miribel-Lanchâtre, Le Vernay",1234567-MFHS13_ST5_13_HI2324,1,SEM_44_4,1,2
16,28056944,"Le Pont-de-Claix, Gendarmerie",123456*-MSILV00_ST21_0_HI2324,1,SEM_16_2,1,2
D,28204726,"Saint-Martin-d'Hères, Les Taillées - Universités",12345-MGHLV11_ST0_11_HI2324-MGHLV12_ST0_12_HI2324,0,SEM_D_4,1,2
A,28214825,"Le Pont-de-Claix, L'Etoile",1234567-MEHS03_ST5_3_HI2324,0,SEM_A_3,1,2
42,28019324,"La Tronche, Grand Sablon",1234567-MFHD06_ST6_6_HI2324-MFHD07_ST6_7_HI2324-MFHD08_ST6_8_HI2324-MFHD09_ST6_9_HI2324,0,SEM_42_2,1,2
2,28125398,"Grenoble, Louise Michel",1234567-MEHS03_ST5_3_HI2324,1,SEM_C2_1,1,2
7,28219518,"Gières, Universités - IUT - UFRAPS",12345-MSHLVH02_ST8_2_HI2324-MSHLVH03_ST8_3_HI2324-MSHLW02_ST11_2_HI2324-MSHLW03_ST11_3_HI2324,0,SEM_C7_1,1,2
12,28086211,"Eybens, Maisons Neuves",12345-MEHLV03_ST8_3_HI2324-MEHLV04_ST8_4_HI2324-MEHLV05_ST8_5_HI2324-MEHW03_ST11_3_HI2324-MEHW04_ST11_4_HI2324,0,SEM_12_2,1,2
14,28008696,"Grenoble, Verdun - Préfecture",12345-MAVLV00_ST21_0_HI2324,0,SEM_14_1,1,2
C,28105588,"Seyssins, Le Prisme",12345-MGHLV14_ST0_14_HI2324,1,SEM_C_2,1,2
C,28070336,"Saint-Martin-d'Hères, Condillac - Universités",12345-MGHLV11_ST0_11_HI2324-MGHLV12_ST0_12_HI2324,0,SEM_C_1,1,2
15,28049535,"Domène, Les Arnauds",12345-MAHLV00_ST0_0_HI2324,0,SEM_15_3,1,2
4,27984584,"Grenoble, Victor Hugo",1234567-MEHS00_ST5_0_HI2324-MEHS03_ST5_3_HI2324-MEHS04_ST5_4_HI2324,1,SEM_C4_2,1,2
A,27983301,"Le Pont-de-Claix, L'Etoile",1234567-MEHD00_ST6_0_HI2324,0,SEM_A_3,1,2
82,28187137,"La Tronche, Grand Sablon",12345-MGHLV10_ST0_10_HI2324,1,,1,2
2,28029930,"Grenoble, Louise Michel",12345-MEHLV03_ST8_3_HI2324-MEHLV04_ST8_4_HI2324-MEHLV05_ST8_5_HI2324-MEHW03_ST11_3_HI2324-MEHW04_ST11_4_HI2324,1,SEM_C2_1,1,2
C,27947103,"Seyssins, Le Prisme",12345-MGHLV07_ST0_7_HI2324-MGHLV09_ST0_9_HI2324,1,SEM_C_2,1,2
3,28245724,"Grenoble, Victor Hugo",12345-MEILV08_ST21_8_HI2324,0,SEM_C3_1,1,2
B,27946091,"Gières, Plaine des Sports",12345-MGHLV07_ST0_7_HI2324-MGHLV11_ST0_11_HI2324,0,SEM_B_1,1,2
1,28026630,"Grenoble, Cité Jean Macé",12345-MSILV00_ST21_0_HI2324,1,SEM_C1_4,1,2
5,28087072,"Gières, Universités - Biologie",12345-MSHLVH02_ST8_2_HI2324-MSHLW02_ST11_2_HI2324,1,SEM_C5_2,1,2
4,27984632,"Grenoble, Victor Hugo",1234567-MEHS00_ST5_0_HI2324-MEHS03_ST5_3_HI2324-MEHS04_ST5_4_HI2324,1,SEM_C4_2,1,2
6,27972026,"Grenoble, Oxford",12345-MSILV00_ST21_0_HI2324,0,SEM_C6_2,1,2
2,27985016,"Grenoble, Louise Michel",1234567-MEHS00_ST5_0_HI2324-MEHS04_ST5_4_HI2324,1,SEM_C2_1,1,2
1,27788783,"Grenoble, Cité Jean Macé",1234567-MSHDF04_ST6_4_HI2324-MSHDF05_ST6_5_HI2324-MSHDF07_ST6_7_HI2324,1,SEM_C1_1,1,2
6,27647943,"Grenoble, Oxford",1234567-MSHDF04_ST6_4_HI2324-MSHDF05_ST6_5_HI2324,0,SEM_C6_2,1,2
46,28018576,"Varces-Allières-et-Risset, Rond-Point de l'Europe",12345-MFHLV20_ST0_20_HI2324,1,SEM_46_6,1,2
B,28233006,"Gières, Plaine des Sports",12345-MGHLV12_ST0_12_HI2324-MGHLV13_ST0_13_HI2324,0,SEM_B_1,1,2
5,28096747,"Grenoble, Palais de Justice - Gare",1234567-MSHDF04_ST6_4_HI2324-MSHDF07_ST6_7_HI2324,0,SEM_C5_1,1,2
4,28245888,"Eybens, Le Verderet",12345-MEILV08_ST21_8_HI2324,0,SEM_C4_1,1,2
4,28198909,"Grenoble, Victor Hugo",1234567-MEHD01_ST6_1_HI2324,1,SEM_C4_2,1,2
A,28031408,"Fontaine, La Poya",12345-MEHLV04_ST8_4_HI2324-MEHW04_ST11_4_HI2324,1,SEM_A_4,1,2
1,28026745,"Grenoble, Cité Jean Macé",12345-MSILV00_ST21_0_HI2324,1,SEM_C1_4,1,2
14,28009385,"Gières, Gières Gare - Universités",1234567-MAHD01_ST6_1_HI2324-MAHD02_ST6_2_HI2324,1,SEM_14_2,1,2
25,28104795,"Le Gua, Les Saillants",12345-MAVLV00_ST21_0_HI2324,0,SEM_25_1,1,2
B,28074855,"Grenoble, Oxford",1234567-MGHS03_ST5_3_HI2324,1,SEM_B_2,1,2
5,27973637,"Grenoble, Palais de Justice - Gare",12345-MSILV00_ST21_0_HI2324,0,SEM_C5_1,1,2
A,28031463,"Le Pont-de-Claix, L'Etoile",12345-MEHLV04_ST8_4_HI2324-MEHW04_ST11_4_HI2324,0,SEM_A_3,1,2
A,27995784,"Fontaine, La Poya",12345-MEILV08_ST21_8_HI2324,1,SEM_A_4,1,2
E,27953594,"Grenoble, Louise Michel",1234567-MGHS01_ST5_1_HI2324-MGHS04_ST5_4_HI2324,0,SEM_E_2,1,2
7,27973437,"Échirolles, Comboire",12345-MSILV00_ST21_0_HI2324,1,SEM_C7_2,1,2
B,28128946,"Grenoble, Oxford",12345-MGHLV09_ST0_9_HI2324,1,SEM_B_2,1,2
A,28250476,"Fontaine, La Poya",12345-MEHLV05_ST8_5_HI2324-MEHW03_ST11_3_HI2324,1,SEM_A_4,1,2
22,27971862,"Grenoble, Oxford",12345-MSILV00_ST21_0_HI2324,1,SEM_22_2,1,2
49,28020553,"Seyssins, Le Prisme",12345-MFVLV09_ST21_9_HI2324,1,SEM_49_2,1,2
B,27946047,"Gières, Plaine des Sports",12345-MGHLV07_ST0_7_HI2324-MGHLV11_ST0_11_HI2324,0,SEM_B_1,1,2
2,28211396,"Grenoble, Louise Michel",1234567-MEHD01_ST6_1_HI2324,1,SEM_C2_1,1,2
A,28110041,"Le Pont-de-Claix, L'Etoile",12345-MEHLV03_ST8_3_HI2324,0,SEM_A_3,1,2
A,28031485,"Le Pont-de-Claix, L'Etoile",12345-MEHLV04_ST8_4_HI2324-MEHW04_ST11_4_HI2324,0,SEM_A_3,1,2
16,27810440,"Le Pont-de-Claix, Gendarmerie",12345-MSHLVH02_ST8_2_HI2324-MSHLVH03_ST8_3_HI2324-MSHLVH04_ST8_4_HI2324-MSHLW02_ST11_2_HI2324-MSHLW03_ST11_3_HI2324-MSHLW04_ST11_4_HI2324,1,SEM_16_2,1,2
5,28096661,"Gières, Universités - Biologie",1234567-MSHDF04_ST6_4_HI2324-MSHDF07_ST6_7_HI2324,1,SEM_C5_2,1,2
44,28019570,"Miribel-Lanchâtre, Le Vernay",1234567-MFHS12_ST5_12_HI2324-MFHS14_ST5_14_HI2324,1,SEM_44_4,1,2
4,28030649,"Eybens, Le Verderet",12345-MEHLV03_ST8_3_HI2324-MEHLV04_ST8_4_HI2324-MEHLV05_ST8_5_HI2324-MEHW03_ST11_3_HI2324-MEHW04_ST11_4_HI2324,0,SEM_C4_1,1,2
41,28019461,"Corenc, La Garenne",1234567-MFHS12_ST5_12_HI2324-MFHS13_ST5_13_HI2324-MFHS14_ST5_14_HI2324,0,SEM_41_1,1,2
C,28213360,"Seyssins, Le Prisme",1234567-MGHD02_ST6_2_HI2324,1,SEM_C_2,1,2
14,28009058,"Grenoble, Verdun - Préfecture",12345-MAHLV00_ST0_0_HI2324,0,SEM_14_1,1,2
3,27984409,"Échirolles, Centre du graphisme",1234567-MEHS00_ST5_0_HI2324-MEHS03_ST5_3_HI2324-MEHS04_ST5_4_HI2324,1,SEM_C3_2,1,2
6,27972094,"Saint-Martin-d'Hères, Henri Wallon",12345-MSILV00_ST21_0_HI2324,1,SEM_C6_1,1,2
E,28075755,"Grenoble, Louise Michel",1234567-MGHS03_ST5_3_HI2324,0,SEM_E_2,1,2
70,28020417,"Vizille, Place du Château",12345-MFVLV09_ST21_9_HI2324,0,SEM_70_1,1,2
C,27946900,"Saint-Martin-d'Hères, Condillac - Universités",12345-MGHLV07_ST0_7_HI2324-MGHLV09_ST0_9_HI2324,0,SEM_C_1,1,2
C,28256999,"Seyssins, Le Prisme",1234567-MGHS03_ST5_3_HI2324,1,SEM_C_2,1,2
5,27803296,"Gières, Universités - Biologie",1234567-MSHSAH05_ST5_5_HI2324-MSHSAH06_ST5_6_HI2324-MSHSAH07_ST5_7_HI2324-MSHSAH08_ST5_8_HI2324,1,SEM_C5_2,1,2
B,28074825,"Grenoble, Oxford",1234567-MGHS03_ST5_3_HI2324,1,SEM_B_2,1,2
4,27983810,"Eybens, Le Verderet",1234567-MEHD00_ST6_0_HI2324,0,SEM_C4_1,1,2
50,28020328,"Fontaine, La Poya",12345-MFVLV09_ST21_9_HI2324,0,SEM_50_2,1,2
A,28250613,"Le Pont-de-Claix, L'Etoile",12345-MEHLV05_ST8_5_HI2324-MEHW03_ST11_3_HI2324,0,SEM_A_3,1,2
C,28070271,"Seyssins, Le Prisme",12345-MGHLV11_ST0_11_HI2324-MGHLV12_ST0_12_HI2324,1,SEM_C_2,1,2
23,28018354,"Vizille, Le Péage",12345-MFHLV20_ST0_20_HI2324-MFHLV21_ST0_21_HI2324,0,SEM_23_1,1,2
A,27983314,"Fontaine, La Poya",1234567-MEHD00_ST6_0_HI2324,1,SEM_A_4,1,2
B,28181406,"Gières, Plaine des Sports",12345-MGHLV10_ST0_10_HI2324,0,SEM_B_1,1,2
7,28219577,"Échirolles, Comboire",12345-MSHLVH02_ST8_2_HI2324-MSHLVH03_ST8_3_HI2324-MSHLW02_ST11_2_HI2324-MSHLW03_ST11_3_HI2324,1,SEM_C7_2,1,2
B,28233109,"Gières, Plaine des Sports",12345-MGHLV12_ST0_12_HI2324-MGHLV13_ST0_13_HI2324,0,SEM_B_1,1,2
A,27995713,"Fontaine, La Poya",12345-MEILV08_ST21_8_HI2324,1,SEM_A_4,1,2
D,28204715,"Saint-Martin-d'Hères, Les Taillées - Universités",12345-MGHLV11_ST0_11_HI2324-MGHLV12_ST0_12_HI2324,0,SEM_D_4,1,2
B,28232996,"Grenoble, Oxford",12345-MGHLV12_ST0_12_HI2324-MGHLV13_ST0_13_HI2324,1,SEM_B_2,1,2
D,27946637,"Saint-Martin-d'Hères, Les Taillées - Universités",12345-MGHLV07_ST0_7_HI2324-MGHLV09_ST0_9_HI2324-MGHLV10_ST0_10_HI2324-MGHLV13_ST0_13_HI2324-MGHLV14_ST0_14_HI2324,0,SEM_D_1,1,2
14,28008689,"Grenoble, Verdun - Préfecture",12345-MAVLV00_ST21_0_HI2324,0,SEM_14_1,1,2
22,27971919,"Grenoble, Oxford",12345-MSILV00_ST21_0_HI2324,1,SEM_22_2,1,2
22,27810037,"Saint-Égrève, Saint Egrève Gare",1234567-MSHSAH05_ST5_5_HI2324-MSHSAH06_ST5_6_HI2324-MSHSAH07_ST5_7_HI2324-MSHSAH08_ST5_8_HI2324,0,SEM_22_1,1,2
A,28214840,"Fontaine, La Poya",1234567-MEHS03_ST5_3_HI2324,1,SEM_A_4,1,2
E,28075785,"Grenoble, Louise Michel",1234567-MGHS03_ST5_3_HI2324,0,SEM_E_2,1,2
A,27985381,"Le Pont-de-Claix, L'Etoile",1234567-MEHS00_ST5_0_HI2324-MEHS04_ST5_4_HI2324,0,SEM_A_3,1,2
E,28110929,"Gières, Plaine des Sports",12345-MGHLV07_ST0_7_HI2324-MGHLV09_ST0_9_HI2324-MGHLV10_ST0_10_HI2324-MGHLV11_ST0_11_HI2324-MGHLV13_ST0_13_HI2324,0,SEM_E_3,1,2
B,28101913,"Grenoble, Oxford",12345-MGHLV14_ST0_14_HI2324,1,SEM_B_2,1,2
2,27985100,"Grenoble, Louise Michel",1234567-MEHS00_ST5_0_HI2324-MEHS04_ST5_4_HI2324,1,SEM_C2_1,1,2
C,28182289,"Saint-Martin-d'Hères, Condillac - Universités",12345-MGHLV10_ST0_10_HI2324-MGHLV13_ST0_13_HI2324,0,SEM_C_1,1,2
19,27788348,"Seyssins, Garlettes",12345-MSHLVH02_ST8_2_HI2324-MSHLVH03_ST8_3_HI2324-MSHLVH04_ST8_4_HI2324-MSHLW02_ST11_2_HI2324-MSHLW03_ST11_3_HI2324-MSHLW04_ST11_4_HI2324,0,SEM_19_1,1,2
19,28144413,"Seyssins, Garlettes",1234567-MSHSAH05_ST5_5_HI2324,0,SEM_19_1,1,2
81,28110623,"Fontaine, La Poya",12345-MEHLV03_ST8_3_HI2324,1,,1,2
81,28251109,"Grenoble, Verdun - Préfecture",12345-MEHLV05_ST8_5_HI2324-MEHW03_ST11_3_HI2324,0,,1,2
B,28074868,"Grenoble, Oxford",1234567-MGHS03_ST5_3_HI2324,1,SEM_B_2,1,2
E,28171222,"Fontanil-Cornillon, Palluel",12345-MGHLV14_ST0_14_HI2324,1,SEM_E_1,1,2
E,27953617,"Fontanil-Cornillon, Palluel",1234567-MGHS01_ST5_1_HI2324-MGHS04_ST5_4_HI2324,1,SEM_E_1,1,2
4,28030567,"Eybens, Le Verderet",12345-MEHLV03_ST8_3_HI2324-MEHLV04_ST8_4_HI2324-MEHLV05_ST8_5_HI2324-MEHW03_ST11_3_HI2324-MEHW04_ST11_4_HI2324,0,SEM_C4_1,1,2
19,27788352,"Sassenage, L'Ovalie",12345-MSHLVH02_ST8_2_HI2324-MSHLVH03_ST8_3_HI2324-MSHLVH04_ST8_4_HI2324-MSHLW02_ST11_2_HI2324-MSHLW03_ST11_3_HI2324-MSHLW04_ST11_4_HI2324,1,SEM_19_2,1,2
5,27919750,"Grenoble, Palais de Justice - Gare",12345-MSHLVH03_ST8_3_HI2324-MSHLVH04_ST8_4_HI2324-MSHLW03_ST11_3_HI2324-MSHLW04_ST11_4_HI2324,0,SEM_C5_1,1,2
C,28182423,"Seyssins, Le Prisme",12345-MGHLV10_ST0_10_HI2324-MGHLV13_ST0_13_HI2324,1,SEM_C_2,1,2
3,27984431,"Grenoble, Victor Hugo",1234567-MEHS00_ST5_0_HI2324-MEHS03_ST5_3_HI2324-MEHS04_ST5_4_HI2324,0,SEM_C3_1,1,2
51,28026528,"Veurey-Voroize, Châtelard",12345-MFVLV09_ST21_9_HI2324,1,SEM_51_3,1,2
4,27984590,"Grenoble, Victor Hugo",1234567-MEHS00_ST5_0_HI2324-MEHS03_ST5_3_HI2324-MEHS04_ST5_4_HI2324,1,SEM_C4_2,1,2
A,28250709,"Grenoble, Verdun - Préfecture",12345-MEHLV05_ST8_5_HI2324-MEHW03_ST11_3_HI2324,1,SEM_A_4,1,2
B,28074982,"Gières, Plaine des Sports",1234567-MGHS03_ST5_3_HI2324,0,SEM_B_1,1,2
A,28250522,"Fontaine, La Poya",12345-MEHLV05_ST8_5_HI2324-MEHW03_ST11_3_HI2324,1,SEM_A_4,1,2
C,28182193,"Seyssins, Le Prisme",12345-MGHLV10_ST0_10_HI2324-MGHLV13_ST0_13_HI2324,1,SEM_C_2,1,2
4,27984464,"Eybens, Le Verderet",1234567-MEHS00_ST5_0_HI2324-MEHS03_ST5_3_HI2324-MEHS04_ST5_4_HI2324,0,SEM_C4_1,1,2
B,28101916,"Gières, Plaine des Sports",12345-MGHLV14_ST0_14_HI2324,0,SEM_B_1,1,2
7,27973444,"Échirolles, Comboire",12345-MSILV00_ST21_0_HI2324,1,SEM_C7_2,1,2
5,27803557,"Gières, Universités - Biologie",1234567-MSHDF05_ST6_5_HI2324,1,SEM_C5_2,1,2
A,28198277,"Fontaine, La Poya",1234567-MEHD01_ST6_1_HI2324,1,SEM_A_4,1,2
B,27955219,"Gières, Plaine des Sports",1234567-MGHD01_ST6_1_HI2324-MGHD02_ST6_2_HI2324,0,SEM_B_1,1,2
4,28030837,"Grenoble, Victor Hugo",12345-MEHLV03_ST8_3_HI2324-MEHLV04_ST8_4_HI2324-MEHLV05_ST8_5_HI2324-MEHW03_ST11_3_HI2324-MEHW04_ST11_4_HI2324,1,SEM_C4_2,1,2
B,28128870,"Grenoble, Oxford",12345-MGHLV09_ST0_9_HI2324,1,SEM_B_2,1,2
A,27995573,"Fontaine, La Poya",12345-MEILV08_ST21_8_HI2324,1,SEM_A_4,1,2
12,27985966,"Eybens, Maisons Neuves",1234567-MEHS00_ST5_0_HI2324-MEHS03_ST5_3_HI2324-MEHS04_ST5_4_HI2324,0,SEM_12_2,1,2
A,28214718,"Le Pont-de-Claix, L'Etoile",1234567-MEHS03_ST5_3_HI2324,0,SEM_A_3,1,2
B,28101809,"Grenoble, Oxford",12345-MGHLV14_ST0_14_HI2324,1,SEM_B_2,1,2
4,28030845,"Grenoble, Victor Hugo",12345-MEHLV03_ST8_3_HI2324-MEHLV04_ST8_4_HI2324-MEHLV05_ST8_5_HI2324-MEHW03_ST11_3_HI2324-MEHW04_ST11_4_HI2324,1,SEM_C4_2,1,2
25,28217002,"Grenoble, Colonel Dumont",1234567-MAHD02_ST6_2_HI2324,1,SEM_25_2,1,2
3,28245726,"Grenoble, Victor Hugo",12345-MEILV08_ST21_8_HI2324,0,SEM_C3_1,1,2
B,28232743,"Saint-Martin-d'Hères, Les Taillées - Universités",12345-MGHLV12_ST0_12_HI2324,0,SEM_B_1,1,2
E,27953660,"Grenoble, Louise Michel",1234567-MGHS01_ST5_1_HI2324-MGHS04_ST5_4_HI2324,0,SEM_E_2,1,2
C,28207128,"Saint-Martin-d'Hères, Condillac - Universités",1234567-MGHS04_ST5_4_HI2324,0,SEM_C_1,1,2
E,28212929,"Fontanil-Cornillon, Palluel",1234567-MGHD02_ST6_2_HI2324,1,SEM_E_1,1,2
A,27983292,"Le Pont-de-Claix, L'Etoile",1234567-MEHD00_ST6_0_HI2324,0,SEM_A_3,1,2
E,27953584,"Fontanil-Cornillon, Palluel",1234567-MGHS01_ST5_1_HI2324-MGHS04_ST5_4_HI2324,1,SEM_E_1,1,2
16,27818519,"Corenc, Montfleury",1234567-MSHSAH05_ST5_5_HI2324-MSHSAH06_ST5_6_HI2324-MSHSAH07_ST5_7_HI2324-MSHSAH08_ST5_8_HI2324,0,SEM_16_1,1,2
3,28030469,"Grenoble, Victor Hugo",12345-MEHLV03_ST8_3_HI2324-MEHLV04_ST8_4_HI2324-MEHLV05_ST8_5_HI2324-MEHW03_ST11_3_HI2324-MEHW04_ST11_4_HI2324,0,SEM_C3_1,1,2
41,28020654,"Corenc, La Garenne",12345-MFVLV09_ST21_9_HI2324,0,SEM_41_1,1,2
A,28214716,"Le Pont-de-Claix, L'Etoile",1234567-MEHS03_ST5_3_HI2324,0,SEM_A_3,1,2
A,27985431,"Fontaine, La Poya",1234567-MEHS00_ST5_0_HI2324-MEHS04_ST5_4_HI2324,1,SEM_A_4,1,2
6,27647968,"Grenoble, Oxford",1234567-MSHDF04_ST6_4_HI2324-MSHDF05_ST6_5_HI2324,0,SEM_C6_2,1,2
6,27785195,"Saint-Martin-d'Hères, Henri Wallon",1234567-MSHSAH05_ST5_5_HI2324-MSHSAH06_ST5_6_HI2324-MSHSAH07_ST5_7_HI2324-MSHSAH08_ST5_8_HI2324,1,SEM_C6_1,1,2
A,28250721,"Le Pont-de-Claix, L'Etoile",12345-MEHLV05_ST8_5_HI2324-MEHW03_ST11_3_HI2324,0,SEM_A_3,1,2
C,28182476,"Seyssins, Le Prisme",12345-MGHLV10_ST0_10_HI2324-MGHLV13_ST0_13_HI2324,1,SEM_C_2,1,2
B,28232816,"Gières, Plaine des Sports",12345-MGHLV12_ST0_12_HI2324-MGHLV13_ST0_13_HI2324,0,SEM_B_1,1,2
4,28198890,"Eybens, Le Verderet",1234567-MEHD01_ST6_1_HI2324,0,SEM_C4_1,1,2
45,28020437,"Varces-Allières-et-Risset, Rond-Point de l'Europe",12345-MFVLV09_ST21_9_HI2324,0,SEM_45_4,1,2
5,27803289,"Grenoble, Palais de Justice - Gare",1234567-MSHSAH05_ST5_5_HI2324-MSHSAH06_ST5_6_HI2324-MSHSAH07_ST5_7_HI2324-MSHSAH08_ST5_8_HI2324,0,SEM_C5_1,1,2
6,28268621,"Saint-Martin-d'Hères, Henri Wallon",1234567-MSHDF07_ST6_7_HI2324,1,SEM_C6_1,1,2
B,27946326,"Grenoble, Oxford",12345-MGHLV07_ST0_7_HI2324-MGHLV11_ST0_11_HI2324,1,SEM_B_2,1,2
A,28198286,"Fontaine, La Poya",1234567-MEHD01_ST6_1_HI2324,1,SEM_A_4,1,2
22,27971873,"Saint-Égrève, Saint Egrève Gare",12345-MSILV00_ST21_0_HI2324,0,SEM_22_1,1,2
13,27985852,"Poisat, Cimetière Intercommunal",1234567-MEHS00_ST5_0_HI2324-MEHS03_ST5_3_HI2324-MEHS04_ST5_4_HI2324,0,SEM_13_1,1,2
7,28219550,"Échirolles, Comboire",12345-MSHLVH02_ST8_2_HI2324-MSHLVH03_ST8_3_HI2324-MSHLW02_ST11_2_HI2324-MSHLW03_ST11_3_HI2324,1,SEM_C7_2,1,2
A,27995642,"Le Pont-de-Claix, L'Etoile",12345-MEILV08_ST21_8_HI2324,0,SEM_A_3,1,2
15,28049128,"Grenoble, Verdun - Préfecture",1234567-MAHS00_ST5_0_HI2324,1,SEM_15_11,1,2
5,27803505,"Grenoble, Palais de Justice - Gare",1234567-MSHDF05_ST6_5_HI2324,0,SEM_C5_1,1,2
A,28214773,"Fontaine, La Poya",1234567-MEHS03_ST5_3_HI2324,1,SEM_A_4,1,2
A,28198294,"Fontaine, La Poya",1234567-MEHD01_ST6_1_HI2324,1,SEM_A_4,1,2
7,28178412,"Gières, Universités - Biologie",1234567-MSHSAH06_ST5_6_HI2324,0,SEM_C7_1,1,2
A,28214696,"Fontaine, La Poya",1234567-MEHS03_ST5_3_HI2324,1,SEM_A_4,1,2
7,28178248,"Échirolles, Colonel Manhès",12345-MSHLVH04_ST8_4_HI2324-MSHLW04_ST11_4_HI2324,1,SEM_C7_2,1,2
3,27984657,"Échirolles, Centre du graphisme",1234567-MEHS00_ST5_0_HI2324-MEHS03_ST5_3_HI2324-MEHS04_ST5_4_HI2324,1,SEM_C3_2,1,2
D,28204645,"Saint-Martin-d'Hères, Etienne Grappe",12345-MGHLV11_ST0_11_HI2324-MGHLV12_ST0_12_HI2324,1,SEM_D_2,1,2
1,27772217,"Montbonnot-Saint-Martin, Pré de l'Eau",12345-MSHLVH02_ST8_2_HI2324-MSHLVH03_ST8_3_HI2324-MSHLVH04_ST8_4_HI2324-MSHLW02_ST11_2_HI2324-MSHLW03_ST11_3_HI2324-MSHLW04_ST11_4_HI2324,0,SEM_C1_6,1,2
